Car,price,details,post_date,mileage,enginetype,city,year,car,engine
"VAZ (Lada) 2121 (4x4), 1.7 լ, լիաքարշ, 2018 թ.","$9,300 Դիլեր","Գորիս, 2018 թ., 70,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:47",", 70,000 կ",Բենզին,Գորիս,2018 ,VAZ (Lada) 2121 (4x4),1.7 
"Chevrolet Camaro կուպե, 3.6 լ, 2011 թ.","$18,000 Դիլեր","Գորիս, 2011 թ., 118,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:47",", 118,000 կ",Բենզին,Գորիս,2011 ,Chevrolet Camaro կուպե,3.6 
"Toyota RAV4, 2.5 լ, 2018 թ.","$21,500 Դիլեր","Էրեբունի, 2018 թ., 36,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:47",", 36,000 մղո",Բենզին,Էրեբունի,2018 ,Toyota RAV4,2.5 
"Ford Escape, 1.5 լ, լիաքարշ, 2019 թ.","$18,500 Դիլեր","Գորիս, 2019 թ., 121,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:47",", 121,000 կ",Բենզին,Գորիս,2019 ,Ford Escape,1.5 
"Toyota Camry, 2.5 լ, 2018 թ.","$22,700 ","Չարենցավան, 2018 թ., 110,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:47",", 110,000 կ",Բենզին,Չարենցավան,2018 ,Toyota Camry,2.5 
"Nissan Teana, 2.5 լ, 2005 թ., գազ","$5,500 ","Արաբկիր, 2005 թ., 200,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:47",", 200,000 կ",Բենզին,Արաբկիր,2005 ,Nissan Teana,2.5 
"Chevrolet Malibu, 1.5 լ, 2017 թ.","$12,000 ","Աբովյան, 2017 թ., 150,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:47",", 150,000 կ",Բենզին,Աբովյան,2017 ,Chevrolet Malibu,1.5 
"Mercedes-Benz E-Class, 3.5 լ, լիաքարշ, 2008 թ., գազ","$9,000 ","Արաբկիր, 2008 թ., 168,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:47",", 168,000 կ",Բենզին,Արաբկիր,2008 ,Mercedes-Benz E-Class,3.5 
"Subaru Forester, 2.5 լ, լիաքարշ, 2021 թ.","$19,900 ","Ավան, 2021 թ., 34,319 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:47",", 34,319 մղո",Բենզին,Ավան,2021 ,Subaru Forester,2.5 
"Chevrolet Volt, 1.4 լ, հիբրիդ, 2013 թ.","$10,200 ","Շենգավիթ, 2013 թ., 170,000 կմ, Հիբրիդ","Երկուշաբթի, Ապրիլ 15, 2024 22:47", 2013 ,,Շենգավի,,Chevrolet Volt,1.4 
"BMW X6, 4.4 լ, լիաքարշ, 2010 թ.","$20,000 ","Արաբկիր, 2010 թ., 123,321 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 123,321 կ",Բենզին,Արաբկիր,2010 ,BMW X6,4.4 
"Volkswagen Tiguan, 2.0 լ, 2008 թ.","$8,800 ","Նոր Նորք, 2008 թ., 229,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 229,000 կ",Բենզին,Նոր Նորք,2008 ,Volkswagen Tiguan,2.0 
"BMW 5 Series, 3.0 լ, լիաքարշ, 2013 թ.","$19,500 ","Կենտրոն, 2013 թ., 230,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 230,000 կ",Բենզին,Կենտրոն,2013 ,BMW 5 Series,3.0 
"Opel Astra, 1.6 լ, 1998 թ., գազ","$3,500 ","Արաբկիր, 1998 թ., 100,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 100,000 կ",Բենզին,Արաբկիր,1998 ,Opel Astra,1.6 
"Hyundai Equus, 5.0 լ, 2014 թ.","$21,000 ","Կենտրոն, 2014 թ., 133,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 133,000 մղո",Բենզին,Կենտրոն,2014 ,Hyundai Equus,5.0 
"Ford Fusion (North America), 2.5 լ, 2017 թ.","$14,000 ","Կենտրոն, 2017 թ., 148,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 148,000 կ",Բենզին,Կենտրոն,2017 ,Ford Fusion (North America),2.5 
"Ford Transit Connect, 2.5 լ, 2017 թ.","$13,800 Դիլեր","Արտաշատ, 2017 թ., 150,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 150,000 մղո",Բենզին,Արտաշատ,2017 ,Ford Transit Connect,2.5 
"Kia Sportage, 2.4 լ, լիաքարշ, 2016 թ.","$13,500 Դիլեր","Արտաշատ, 2016 թ., 65,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 65,000 մղո",Բենզին,Արտաշատ,2016 ,Kia Sportage,2.4 
"Mazda 6, 2.5 լ, 2016 թ.","$12,000 ","Արաբկիր, 2016 թ., 145,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 145,000 կ",Բենզին,Արաբկիր,2016 ,Mazda 6,2.5 
"Jeep Cherokee, 3.2 լ, լիաքարշ, 2019 թ.","$19,500 ","Կենտրոն, 2019 թ., 40,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 40,000 կ",Բենզին,Կենտրոն,2019 ,Jeep Cherokee,3.2 
"BMW X5, 3.0 լ, լիաքարշ, 2005 թ., գազ","$11,300 ","Արմավիր, 2005 թ., 250,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 250,000 կ",Բենզին,Արմավիր,2005 ,BMW X5,3.0 
"VAZ (Lada) 2101, 1.3 լ, 1979 թ., գազ","$2,000 ","Մասիս, 1979 թ., 200,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 200,000 կ",Բենզին,Մասիս,1979 ,VAZ (Lada) 2101,1.3 
"VAZ (Lada) 2114 հետչբեք, 1.6 լ, 2008 թ., գազ","$4,000 ","Մասիս, 2008 թ., 200,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 200,000 կ",Բենզին,Մասիս,2008 ,VAZ (Lada) 2114 հետչբեք,1.6 
"Nissan Tiida հետչբեք, 1.5 լ, 2008 թ.","$6,000 ","Նոր Նորք, 2008 թ., 69,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:46",", 69,000 կ",Բենզին,Նոր Նորք,2008 ,Nissan Tiida հետչբեք,1.5 
"VAZ (Lada) 2110, 1.6 լ, 2006 թ., գազ","$3,800 ","Արտաշատ, 2006 թ., 180,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:45",", 180,000 կ",Բենզին,Արտաշատ,2006 ,VAZ (Lada) 2110,1.6 
"BMW 3 Series, 2.5 լ, 2006 թ., գազ","$8,300 ","Նորաբաց, 2006 թ., 245,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:45",", 245,000 կ",Բենզին,Նորաբաց,2006 ,BMW 3 Series,2.5 
"VAZ (Lada) 2113 հետչբեք, 1.6 լ, 2007 թ.","650,000 ֏ ","Նորաբաց, 2007 թ., 230,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:45",", 230,000 կ",Բենզին,Նորաբաց,2007 ,VAZ (Lada) 2113 հետչբեք,1.6 
"GAZ (ГАЗ) 21 Volga, 2.4 լ, 1967 թ., գազ","650,000 ֏ ","Սպիտակ, 1967 թ., 20,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:45",", 20,000 կ",Բենզին,Սպիտակ,1967 ,GAZ (ГАЗ) 21 Volga,2.4 
"VAZ (Lada) 2110, 1.6 լ, 2005 թ., գազ","850,000 ֏ ","Աբովյան, 2005 թ., 140,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:45",", 140,000 կ",Բենզին,Աբովյան,2005 ,VAZ (Lada) 2110,1.6 
"Toyota Camry, 2.5 լ, 2022 թ.","$23,500 ","Արտաշատ, 2022 թ., 3600 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 3600 մղո",Բենզին,Արտաշատ,2022 ,Toyota Camry,2.5 
"Kia Optima, 2.4 լ, 2017 թ.","$18,000 ","Արտաշատ, 2017 թ., 9000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 9000 մղո",Բենզին,Արտաշատ,2017 ,Kia Optima,2.4 
"Mazda CX-5, 2.5 լ, լիաքարշ, 2021 թ.","$28,300 Դիլեր","Նոր Նորք, 2021 թ., 13,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 13,000 կ",Բենզին,Նոր Նորք,2021 ,Mazda CX-5,2.5 
"Mercedes-Benz ML լիմուզին, 2.7 լ, դիզել, լիաքարշ, 2003 թ.","$12,300 ","Գորիս, 2003 թ., 230,000 կմ, Դիզել","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 230,000 կ",Դիզել,Գորիս,2003 ,Mercedes-Benz ML լիմուզին,2.7 
"Mercedes-Benz ML ունիվերսալ, 2.7 լ, դիզել, լիաքարշ, 2003 թ.","$12,300 ","Գորիս, 2003 թ., 230,000 կմ, Դիզել","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 230,000 կ",Դիզել,Գորիս,2003 ,Mercedes-Benz ML ունիվերսա,
"Honda Odyssey (North America), 3.5 լ, 2006 թ., գազ","$9,500 ","Գյումրի, 2006 թ., 200,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 200,000 կ",Բենզին,Գյումրի,2006 ,Honda Odyssey (North America),3.5 
"Toyota RAV4, 2.5 լ, լիաքարշ, 2016 թ.","$21,500 ","Աջափնյակ, 2016 թ., 83,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 83,000 կ",Բենզին,Աջափնյակ,2016 ,Toyota RAV4,2.5 
"Hyundai Sonata, 1.6 լ, 2020 թ.","$26,500 ","Արմավիր, 2020 թ., 65,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 65,000 կ",Բենզին,Արմավիր,2020 ,Hyundai Sonata,1.6 
"Ford Mustang կուպե, 2.3 լ, 2018 թ.","$22,900 ","Աջափնյակ, 2018 թ., 56,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 56,000 կ",Բենզին,Աջափնյակ,2018 ,Ford Mustang կուպե,2.3 
"Mercedes-Benz G-Class, 5.0 լ, լիաքարշ, 2008 թ., գազ","$49,000 ","Կենտրոն, 2008 թ., 200,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 200,000 կ",Բենզին,Կենտրոն,2008 ,Mercedes-Benz G-Class,5.0 
"Toyota Corolla, 1.8 լ, 2013 թ., գազ","$13,200 ","Քանաքեռ Զեյթուն, 2013 թ., 117,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",ւ,2013 ,Քանաքեռ Զեյ,,Toyota Corolla,1.8 
"Hyundai Elantra, 1.8 լ, 2014 թ., գազ","$10,300 ","Նոր Նորք, 2014 թ., 90,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 90,000 մղո",Բենզին,Նոր Նորք,2014 ,Hyundai Elantra,1.8 
"BMW 7 Series, 5.0 լ, լիաքարշ, 2010 թ.","$16,000 ","Նոր Նորք, 2010 թ., 160,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 160,000 կ",Բենզին,Նոր Նորք,2010 ,BMW 7 Series,5.0 
"Toyota Camry, 2.5 լ, 2021 թ.","$38,000 ","Բյուրեղավան, 2021 թ., 17,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 17,000 մղո",Բենզին,Բյուրեղավան,2021 ,Toyota Camry,2.5 
"Opel Astra հետչբեք, 1.6 լ, 1999 թ., գազ","$4,500 ","Աբովյան, 1999 թ., 197,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 197,000 կ",Բենզին,Աբովյան,1999 ,Opel Astra հետչբեք,1.6 
"Nissan Frontier փիքափ, 4.0 լ, լիաքարշ, 2013 թ.","$26,000 ","Շենգավիթ, 2013 թ., 95,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44", 2013 ,,Շենգավի,,Nissan Frontier փիքափ,4.0 
"Opel Zafira, 2.2 լ, 2003 թ., գազ","$7,500 ","Արագածավան, 2003 թ., 207,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",", 207,000 կ",Բենզին,Արագածավան,2003 ,Opel Zafira,2.2 
"Ford Fusion (North America), 2.5 լ, 2012 թ., գազ","$7,500 ","Դավիթաշեն, 2012 թ., 260,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",շե,2012 ,Դավի,,Ford Fusion (North America),2.5 
"Mitsubishi Outlander Sport, 2.0 լ, 2018 թ.","$17,500 ","Մալաթիա Սեբաստիա, 2018 թ., 60,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",ա Սեբաստի,2018 ,Մալա,,Mitsubishi Outlander Sport,2.0 
"VAZ (Lada) 2121 Niva, 1.7 լ, լիաքարշ, 2008 թ., գազ","$8,000 ","Դավիթաշեն, 2008 թ., 200,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:44",շե,2008 ,Դավի,,VAZ (Lada) 2121 Niva,1.7 
"Mercedes-Benz CLS-Class, 5.0 լ, 2006 թ., գազ","$11,000 ","Չարենցավան, 2006 թ., 230,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43",", 230,000 կ",Բենզին,Չարենցավան,2006 ,Mercedes-Benz CLS-Class,5.0 
"Nissan Murano, 3.5 լ, լիաքարշ, 2018 թ., գազ","$25,000 ","Շենգավիթ, 2018 թ., 78,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43", 2018 ,,Շենգավի,,Nissan Murano,3.5 
"Mercedes-Benz Viano, 3.7 լ, 2008 թ., գազ","$19,500 ","Արաբկիր, 2008 թ., 145,725 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43",", 145,725 կ",Բենզին,Արաբկիր,2008 ,Mercedes-Benz Viano,3.7 
"Toyota Camry, 2.5 լ, 2018 թ.","$25,000 ","Շենգավիթ, 2018 թ., 100,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43", 2018 ,,Շենգավի,,Toyota Camry,2.5 
"VAZ (Lada) Niva, 1.7 լ, լիաքարշ, 2023 թ.","$13,950 ","Այգավան, 2023 թ., 13,800 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43",", 13,800 կ",Բենզին,Այգավան,2023 ,VAZ (Lada) Niva,1.7 
"Opel Astra հետչբեք, 1.8 լ, 1998 թ.","$4,350 ","Աջափնյակ, 1998 թ., 299,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43",", 299,000 կ",Բենզին,Աջափնյակ,1998 ,Opel Astra հետչբեք,1.8 
"Mercedes-Benz C-Class, 1.8 լ, 1996 թ., գազ","$4,300 ","Աբովյան, 1996 թ., 268,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43",", 268,000 կ",Բենզին,Աբովյան,1996 ,Mercedes-Benz C-Class,1.8 
"BMW X1, 2.0 լ, 2018 թ.","$28,000 ","Չարենցավան, 2018 թ., 93,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43",", 93,000 կ",Բենզին,Չարենցավան,2018 ,BMW X1,2.0 
"Kia Optima, 2.4 լ, 2019 թ.","$16,800 Շտապ","Նոր Նորք, 2019 թ., 40,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43",", 40,000 կ",Բենզին,Նոր Նորք,2019 ,Kia Optima,2.4 
"Land Rover Freelander, 2.0 լ, լիաքարշ, 2001 թ., գազ","$3,500 ","Արարատ, 2001 թ., 178,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43",", 178,000 կ",Բենզին,Արարատ,2001 ,Land Rover Freelander,2.0 
"Lexus GX, 4.7 լ, լիաքարշ, 2005 թ., գազ","$23,500 ","Արաբկիր, 2005 թ., 186,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43",", 186,000 կ",Բենզին,Արաբկիր,2005 ,Lexus GX,4.7 
"Opel Astra հետչբեք, 1.2 լ, 1998 թ., գազ","$3,500 ","Արթիկ, 1998 թ., 15,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43",,1998 ,Ար,,Opel Astra հետչբեք,1.2 
"VAZ (Lada) 2329, 1.6 լ, 2011 թ., գազ","$2,700 ","Նոր Նորք, 2011 թ., 300,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43",", 300,000 կ",Բենզին,Նոր Նորք,2011 ,VAZ (Lada) 2329,1.6 
"BMW 5 Series, 2.8 լ, 2009 թ., գազ","$9,000 ","Աբովյան, 2009 թ., 187,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:43",", 187,000 կ",Բենզին,Աբովյան,2009 ,BMW 5 Series,2.8 
"Toyota Corolla, 1.8 լ, 2018 թ.","$14,500 ","Աբովյան, 2018 թ., 72,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:42",", 72,000 մղո",Բենզին,Աբովյան,2018 ,Toyota Corolla,1.8 
"Volkswagen Golf հետչբեք, 2.0 լ, 1998 թ., գազ","$3,600 ","Մասիս, 1998 թ., 370,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:42",", 370,000 կ",Բենզին,Մասիս,1998 ,Volkswagen Golf հետչբեք,2.0 
"Tesla Model S, էլեկտրական, 2014 թ.","$28,500 ","Աբովյան, 2014 թ., 138,000 մղոն, էլեկտրական","Երկուշաբթի, Ապրիլ 15, 2024 22:42",", 138,000 մղո",էլեկտրական,Աբովյան,2014 ,Tesla Model S,էլեկտրական
"Lexus LX, 5.7 լ, լիաքարշ, 2011 թ., գազ","$55,000 ","Նոր Նորք, 2011 թ., 127,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:42",", 127,000 կ",Բենզին,Նոր Նորք,2011 ,Lexus LX,5.7 
"BMW 3 Series, 1.8 լ, 1993 թ., գազ","700,000 ֏ ","Մասիս, 1993 թ., 21,500 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:42",", 21,500 կ",Բենզին,Մասիս,1993 ,BMW 3 Series,1.8 
"BMW 5 Series, 2.8 լ, 2007 թ., գազ","$10,000 ","Արմավիր, 2007 թ., 230,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:42",", 230,000 կ",Բենզին,Արմավիր,2007 ,BMW 5 Series,2.8 
"Mercedes-Benz C-Class, 1.8 լ, 1999 թ.","$5,500 ","Գյումրի, 1999 թ., 200,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:42",", 200,000 կ",Բենզին,Գյումրի,1999 ,Mercedes-Benz C-Class,1.8 
"Kia Forte, 2.4 լ, 2010 թ., գազ","$9,700 ","Էջմիածին, 2010 թ., 130,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:42",", 130,000 մղո",Բենզին,Էջմիածին,2010 ,Kia Forte,2.4 
"Chevrolet Cruze, 1.4 լ, 2018 թ.","$11,000 ","Գյումրի, 2018 թ., 50,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:42",", 50,000 մղո",Բենզին,Գյումրի,2018 ,Chevrolet Cruze,1.4 
"Kia K5, 1.6 լ, 2020 թ.","$25,500 ","Աջափնյակ, 2020 թ., 60,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:41",", 60,000 կ",Բենզին,Աջափնյակ,2020 ,Kia K5,1.6 
"Ford Transit, 2.2 լ, դիզել, 2011 թ.","$20,500 ","Մարտունի, 2011 թ., 111,200 կմ, Դիզել","Երկուշաբթի, Ապրիլ 15, 2024 22:41",", 111,200 կ",Դիզել,Մարտունի,2011 ,Ford Transit,2.2 
"Toyota Land Cruiser Prado, 4.0 լ, լիաքարշ, 2008 թ.","$24,000 ","Ալավերդի, 2008 թ., 180,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:41",", 180,000 կ",Բենզին,Ալավերդի,2008 ,Toyota Land Cruiser Prado,4.0 
"Jaguar XE, 2.0 լ, լիաքարշ, 2017 թ.","$21,000 ","Այնթապ, 2017 թ., 79,799 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:41",,2017 ,Այն,,Jaguar XE,2.0 
"Mercedes-Benz C-Class, 1.8 լ, 1995 թ., գազ","$4,500 ","Աջափնյակ, 1995 թ., 218,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:41",", 218,000 կ",Բենզին,Աջափնյակ,1995 ,Mercedes-Benz C-Class,1.8 
"Honda Civic, 2.0 լ, 2017 թ., գազ","$16,200 ","Արմավիր, 2017 թ., 120,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:41",", 120,000 կ",Բենզին,Արմավիր,2017 ,Honda Civic,2.0 
"BMW 3 Series, 1.8 լ, 2002 թ.","$5,800 ","Գյումրի, 2002 թ., 230,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:41",", 230,000 կ",Բենզին,Գյումրի,2002 ,BMW 3 Series,1.8 
"VAZ (Lada) 2121 Niva, 1.9 լ, լիաքարշ, 2017 թ., գազ","$8,900 ","Գավառ, 2017 թ., 67,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:41",", 67,000 կ",Բենզին,Գավառ,2017 ,VAZ (Lada) 2121 Niva,1.9 
"Toyota Camry, 2.5 լ, 2022 թ.","$36,300 ","Աշտարակ, 2022 թ., 40,100 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:41",", 40,100 կ",Բենզին,Աշտարակ,2022 ,Toyota Camry,2.5 
"Mitsubishi Outlander, 2.0 լ, լիաքարշ, 2011 թ., գազ","$11,000 ","Կենտրոն, 2011 թ., 109,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:40",", 109,000 մղո",Բենզին,Կենտրոն,2011 ,Mitsubishi Outlander,2.0 
"Lexus RX, 3.3 լ, լիաքարշ, 2008 թ.","$15,000 ","Կենտրոն, 2008 թ., 185,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:40",", 185,000 մղո",Բենզին,Կենտրոն,2008 ,Lexus RX,3.3 
"BMW 5 Series, 2.0 լ, 2017 թ.","$35,000 ","Շենգավիթ, 2017 թ., 68,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:40", 2017 ,,Շենգավի,,BMW 5 Series,2.0 
"Opel Vectra, 1.8 լ, 1992 թ., գազ","550,000 ֏ ","Արթիկ, 1992 թ., 300,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:40",,1992 ,Ար,,Opel Vectra,1.8 
"Changan Benni EC/EV հետչբեք, էլեկտրական, 2023 թ.","$10,800 ","Արաբկիր, 2023 թ., 20 կմ, էլեկտրական","Երկուշաբթի, Ապրիլ 15, 2024 22:40",", 20 կ",էլեկտրական,Արաբկիր,2023 ,Changan Benni EC/EV հետչբեք,էլեկտրական
"Honda e:NS1, էլեկտրական, 2023 թ.","$21,500 ","Քանաքեռ Զեյթուն, 2023 թ., 20 կմ, էլեկտրական","Երկուշաբթի, Ապրիլ 15, 2024 22:40",ւ,2023 ,Քանաքեռ Զեյ,,Honda e:NS1,էլեկտրական
"GAZ (ГАЗ) 3110 Volga, 2.1 լ, 1999 թ., գազ","850,000 ֏ ","Էջմիածին, 1999 թ., 345,817 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:40",", 345,817 կ",Բենզին,Էջմիածին,1999 ,GAZ (ГАЗ) 3110 Volga,2.1 
"Mercedes-Benz CLS-Class, 3.5 լ, 2008 թ., գազ","$13,600 ","Մարմարաշեն, 2008 թ., 10,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:40",", 10,000 կ",Բենզին,Մարմարաշեն,2008 ,Mercedes-Benz CLS-Class,3.5 
"BMW X6, 4.4 լ, լիաքարշ, 2008 թ.","$20,000 ","Հրազդան, 2008 թ., 80,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:40",", 80,000 կ",Բենզին,Հրազդան,2008 ,BMW X6,4.4 
"Nissan Sentra, 1.8 լ, 2018 թ.","$9,900 ","Արմավիր, 2018 թ., 78,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:40",", 78,000 մղո",Բենզին,Արմավիր,2018 ,Nissan Sentra,1.8 
"Honda CR-V, 2.0 լ, լիաքարշ, 2000 թ., գազ","$4,000 ","Հրազդան, 2000 թ., 196,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:40",", 196,000 կ",Բենզին,Հրազդան,2000 ,Honda CR-V,2.0 
"Kia Optima, 2.4 լ, 2018 թ.","$19,200 ","Աբովյան, 2018 թ., 44,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:40",", 44,000 մղո",Բենզին,Աբովյան,2018 ,Kia Optima,2.4 
"Volkswagen Passat, 2.8 լ, լիաքարշ, 2000 թ.","$4,500 ","Նոր Նորք, 2000 թ., 300,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 22:40",", 300,000 կ",Բենզին,Նոր Նորք,2000 ,Volkswagen Passat,2.8 
