Car,price,details,post_date
"Toyota Camry, 2.5 լ, 2011 թ., գազ","4,500,000 ֏ ","Կենտրոն, 2011 թ., 146,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Toyota Camry, 2.5 լ, 2012 թ., գազ","$13,300 ","Աբովյան, 2012 թ., 175,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Opel Astra կուպե, 1.4 լ, 2018 թ.","$15,000 ","Իջևան, 2018 թ., 170,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"BMW X5, 3.0 լ, լիաքարշ, 2003 թ., գազ","$8,200 ","Մալաթիա Սեբաստիա, 2003 թ., 220,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Toyota Camry, 2.4 լ, հիբրիդ, 2008 թ., գազ","$10,000 ","Աջափնյակ, 2008 թ., 200,000 կմ, Հիբրիդ","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"VAZ (Lada) Priora, 1.6 լ, 2009 թ., գազ","$4,200 ","Հրազդան, 2009 թ., 190,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Ford Transit, 2.5 լ, դիզել, 1998 թ.","$3,100 ","Հրազդան, 1998 թ., 25,000 մղոն, Դիզել","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Opel Zafira, 1.8 լ, 2000 թ., գազ","2,100,000 ֏ ","Գյումրի, 2000 թ., 2000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Toyota Land Cruiser Prado, 4.0 լ, լիաքարշ, 2012 թ.","$33,000 ","Գետարգել, 2012 թ., 120,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Mercedes-Benz C-Class, 1.8 լ, 1999 թ., գազ","$5,300 ","Ավան, 1999 թ., 444,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"BMW 3 Series, 2.0 լ, 1999 թ.","$5,700 ","Կենտրոն, 1999 թ., 229,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Hyundai Elantra, 1.8 լ, 2012 թ., գազ","$8,500 ","Կենտրոն, 2012 թ., 190,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Mercedes-Benz E-Class, 3.2 լ, 1997 թ., գազ","$8,500 ","Ուրցաձոր, 1997 թ., 180,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Mercedes-Benz E-Class, 3.5 լ, 2008 թ.","$10,000 ","Ուրցաձոր, 2008 թ., 290,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"VAZ (Lada) 2106, 1.6 լ, 1992 թ.","1,400,000 ֏ ","Շենգավիթ, 1992 թ., 92,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Volkswagen Passat, 1.8 լ, 2000 թ., գազ","$4,600 ","Կենտրոն, 2000 թ., 182,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Mazda 6, 2.5 լ, 2016 թ.","$21,000 ","Էջմիածին, 2016 թ., 118,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Nissan X-Trail, 2.0 լ, լիաքարշ, 2006 թ., գազ","$10,000 ","Մարտունի, 2006 թ., 148,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Mercedes-Benz M-Class, 3.5 լ, լիաքարշ, 2006 թ., գազ","$12,300 ","Ջրվեժ, 2006 թ., 158,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:16"
"Mercedes-Benz CLA-Class AMG, 2.0 լ, լիաքարշ, 2017 թ.","$26,500 ","Նոր Նորք, 2017 թ., 106,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"Lexus RX, 3.5 լ, լիաքարշ, 2010 թ., 2010 թ.","$18,500 ","Էրեբունի, 2010 թ., 120,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"Hyundai Elantra, 2.0 լ, 2016 թ.","$12,000 Դիլեր","Աջափնյակ, 2016 թ., 98,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"Ford Fusion (North America), 1.5 լ, 2020 թ.","$17,000 ","Արտաշատ, 2020 թ., 12,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"Opel Vectra, 1.9 լ, լիաքարշ, 1993 թ., գազ","1,200,000 ֏ ","Իջևան, 1993 թ., 700,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"Hyundai Elantra, 1.8 լ, 2014 թ.","$11,000 ","Արթիկ, 2014 թ., 133,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"Honda Elysion, 3.0 լ, 2004 թ., գազ","$10,000 ","Մալաթիա Սեբաստիա, 2004 թ., 190,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"VAZ (Lada) 2121 Niva, 1.7 լ, լիաքարշ, 2007 թ., գազ","$5,100 Դիլեր","Էրեբունի, 2007 թ., 200,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"Mercedes-Benz S-Class, 5.0 լ, 1999 թ., գազ","$5,800 ","Մասիս, 1999 թ., 230,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"Nissan Tiida հետչբեք, 1.5 լ, 2006 թ., գազ","$4,800 ","Արաբկիր, 2006 թ., 172,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"Chrysler 200, 2.4 լ, 2015 թ.","$11,000 ","Արաբկիր, 2015 թ., 150,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"Volkswagen Jetta, 2.0 լ, 2003 թ., գազ","$3,500 ","Գյումրի, 2003 թ., 245,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"Isuzu Rodeo, 3.2 լ, լիաքարշ, 2000 թ., գազ","$6,500 ","Գյումրի, 2000 թ., 230,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"VAZ (Lada) 2107, 1.7 լ, 2005 թ., գազ","$3,000 ","Դսեղ, 2005 թ., 61,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"Toyota Camry, 2.4 լ, 2007 թ., գազ","$9,000 ","Քանաքեռ Զեյթուն, 2007 թ., 200,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"Chevrolet Volt հետչբեք, 1.5 լ, հիբրիդ, 2012 թ.","$8,700 ","Արաբկիր, 2012 թ., 10,000 մղոն, Հիբրիդ","Երկուշաբթի, Ապրիլ 15, 2024 11:15"
"BMW 5 Series, 2.8 լ, 2003 թ., գազ","$8,600 ","Շենգավիթ, 2003 թ., 184,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Kia Optima, 2.4 լ, 2018 թ.","$13,000 Դիլեր","Մալաթիա Սեբաստիա, 2018 թ., 82,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Genesis GV80, 2.5 լ, լիաքարշ, 2022 թ.","$89,500 ","Ավան, 2022 թ., 6500 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Opel Astra ունիվերսալ, 1.6 լ, 1998 թ., գազ","$3,400 ","Արմավիր, 1998 թ., 310,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Toyota Yaris, 1.5 լ, 2018 թ.","$13,000 Դիլեր","Արաբկիր, 2018 թ., 67,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Mercedes-Benz E-Class, 3.5 լ, 2010 թ.","$14,900 Դիլեր","Մալաթիա Սեբաստիա, 2010 թ., 14,900 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Dodge Journey, 2.4 լ, 2018 թ.","$13,000 Դիլեր","Էջմիածին, 2018 թ., 110,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Kia Soul հետչբեք, 1.6 լ, 2017 թ.","$12,600 Դիլեր","Արաբկիր, 2017 թ., 79,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Ford Focus հետչբեք, 2.0 լ, 2012 թ.","$9,500 ","Շենգավիթ, 2012 թ., 150,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Tesla Model 3, էլեկտրական, 2018 թ.","$23,900 ","Նոր Նորք, 2018 թ., 40,000 մղոն, էլեկտրական","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Mercedes-Benz GLC, 2.0 լ, լիաքարշ, 2021 թ.","$59,000 Դիլեր","Նոր Նորք, 2021 թ., 26,270 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Nissan Rogue, 2.5 լ, լիաքարշ, 2018 թ., գազ","$16,000 Դիլեր","Արաբկիր, 2018 թ., 67,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Mercedes-Benz Sprinter, 2.1 լ, դիզել, 2011 թ.","$25,000 ","Շենգավիթ, 2011 թ., 348,000 կմ, Դիզել","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Nissan Leaf հետչբեք, էլեկտրական, 2012 թ.","$7,000 ","Արաբկիր, 2012 թ., 130,000 կմ, էլեկտրական","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"BMW 3 Series, 2.8 լ, 2007 թ.","$8,000 ","Մալաթիա Սեբաստիա, 2007 թ., 320,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:14"
"Toyota Corolla, 1.8 լ, 2017 թ.","$14,900 Դիլեր","Նոր Նորք, 2017 թ., 137,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"VAZ (Lada) 2121 (4x4), 1.7 լ, լիաքարշ, 2002 թ., գազ","$3,800 ","Աջափնյակ, 2002 թ., 230,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Mercedes-Benz E-Class, 3.5 լ, 2006 թ.","$10,000 ","Էջմիածին, 2006 թ., 300,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Nissan Rogue, 2.5 լ, լիաքարշ, 2020 թ.","$17,000 ","Արաբկիր, 2020 թ., 53,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Toyota Corolla, 2.0 լ, 2020 թ.","$17,300 Դիլեր","Նոր Նորք, 2020 թ., 75,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Chevrolet Cruze, 1.4 լ, 2017 թ.","$10,200 ","Հրազդան, 2017 թ., 106,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Honda Civic, 2.0 լ, 2016 թ.","$16,000 ","Հրազդան, 2016 թ., 71,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Chevrolet Volt հետչբեք, 1.5 լ, հիբրիդ, 2018 թ.","7,000,000 ֏ ","Արաբկիր, 2018 թ., 65,000 կմ, Հիբրիդ","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Suzuki SX4 հետչբեք, 1.6 լ, լիաքարշ, 2008 թ., գազ","$6,200 ","Փարաքար, 2008 թ., 231,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Mitsubishi Galant, 2.4 լ, 2000 թ., գազ","$4,500 ","Մալաթիա Սեբաստիա, 2000 թ., 400,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Hyundai Sonata, 2.4 լ, 2019 թ.","$18,800 ","Մալաթիա Սեբաստիա, 2019 թ., 64,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Mercedes-Benz G-Class, 5.5 լ, լիաքարշ, 2005 թ., գազ","$40,000 ","Քանաքեռ Զեյթուն, 2005 թ., 180,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Mercedes-Benz E-Class, 3.2 լ, լիաքարշ, 2000 թ., գազ","$6,100 ","Նոր Նորք, 2000 թ., 296,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"BMW X5, 3.0 լ, լիաքարշ, 2007 թ., գազ","$14,500 ","Վանաձոր, 2007 թ., 195,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Nissan Pathfinder, 3.5 լ, լիաքարշ, 2014 թ.","$16,500 ","Ալավերդի, 2014 թ., 120,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Mazda MPV, 2.0 լ, 2002 թ., գազ","$5,200 ","Ալավերդի, 2002 թ., 370,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"VAZ (Lada) 2114 հետչբեք, 1.5 լ, 2009 թ.","$2,700 ","Ալավերդի, 2009 թ., 145,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Volkswagen Passat, 1.6 լ, 1998 թ.","$3,800 ","Ալավերդի, 1998 թ., 234,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Mercedes-Benz C-Class, 2.4 լ, 1998 թ., գազ","$6,000 ","Արտաշատ, 1998 թ., 230,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Chevrolet Volt, 1.5 լ, հիբրիդ, 2013 թ.","$9,000 ","Արտաշատ, 2013 թ., 190,000 կմ, Հիբրիդ","Երկուշաբթի, Ապրիլ 15, 2024 11:13"
"Opel Astra հետչբեք, 1.6 լ, 1999 թ., գազ","$4,000 ","Նոր Նորք, 1999 թ., 250,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Mercedes-Benz C-Class, 3.0 լ, 2009 թ.","$9,900 ","Կենտրոն, 2009 թ., 212,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Hyundai Elantra, 1.8 լ, 2013 թ., գազ, 2013 թ.","$11,900 ","Կենտրոն, 2013 թ., 90,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Toyota RAV4, 3.5 լ, լիաքարշ, 2007 թ., գազ","$10,800 ","Արաբկիր, 2007 թ., 163,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Nissan Tiida հետչբեք, 1.5 լ, 2005 թ., գազ","$4,500 ","Կենտրոն, 2005 թ., 220,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Mazda 6, 2.5 լ, 2015 թ.","$12,500 ","Կենտրոն, 2015 թ., 140,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Hyundai Elantra, 1.8 լ, 2014 թ.","$10,900 ","Կենտրոն, 2014 թ., 69,700 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"BMW 7 Series, 4.4 լ, լիաքարշ, 2017 թ.","$50,000 ","Աջափնյակ, 2017 թ., 130,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Nissan Rogue, 2.5 լ, լիաքարշ, 2016 թ.","$13,900 ","Էջմիածին, 2016 թ., 167,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Opel Astra հետչբեք, 1.6 լ, 1998 թ.","$3,800 ","Մեծամոր, 1998 թ., 300,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Toyota Camry, 2.5 լ, 2012 թ., գազ","$15,400 ","Սևան, 2012 թ., 83,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Mazda CX-5, 2.5 լ, լիաքարշ, 2022 թ.","$33,000 ","Շենգավիթ, 2022 թ., 11,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"BMW 7 Series, 4.0 լ, 2012 թ.","$17,500 Դիլեր","Աջափնյակ, 2012 թ., 160,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"BMW 3 Series, 2.0 լ, 2018 թ.","$20,500 ","Աջափնյակ, 2018 թ., 95,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"BMW X5, 4.4 լ, լիաքարշ, 2004 թ., գազ","$8,500 ","Մեծամոր, 2004 թ., 225,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Lexus GX, 4.7 լ, լիաքարշ, 2006 թ., գազ","$21,300 Դիլեր","Կենտրոն, 2006 թ., 130,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Mercedes-Benz 190, 2.0 լ, 1989 թ., գազ","$3,000 ","Մարտունի, 1989 թ., 300,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"VAZ (Lada) 2121 Niva, 1.7 լ, լիաքարշ, 2017 թ., գազ","$8,900 ","Ավան, 2017 թ., 65,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Lexus GX, 4.6 լ, լիաքարշ, 2018 թ.","$52,000 Դիլեր","Կենտրոն, 2018 թ., 50,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Nissan X-Trail, 2.0 լ, լիաքարշ, 2006 թ., գազ","$7,800 ","Մարտունի, 2006 թ., 190,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Mercedes-Benz C-Class, 1.8 լ, 2014 թ.","$19,900 ","Կենտրոն, 2014 թ., 210,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Nissan Primastar, 1.9 լ, դիզել, 2008 թ.","$12,900 ","Կենտրոն, 2008 թ., 170,000 կմ, Դիզել","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"BMW X5, 3.0 լ, դիզել, լիաքարշ, 2017 թ.","$41,000 ","Աջափնյակ, 2017 թ., 106,000 կմ, Դիզել","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Mercedes-Benz C-Class, 2.0 լ, 1999 թ., գազ","$6,200 ","Արարատ, 1999 թ., 150,000 կմ, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Toyota Corolla, 1.8 լ, 2010 թ., գազ","$10,000 Դիլեր","Կենտրոն, 2010 թ., 74,000 մղոն, Բենզին","Երկուշաբթի, Ապրիլ 15, 2024 11:12"
"Kia Sportage, 2.4 լ, լիաքարշ, 2018 թ.","$17,000 ","Կենտրոն, 2018 թ., 50,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:17"
"Nissan Altima, 2.5 լ, 2003 թ., գազ","$4,400 ","Աջափնյակ, 2003 թ., 195,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:17"
"Mercedes-Benz 240, 2.4 լ, 1998 թ., գազ","$4,700 ","Ստեփանավան, 1998 թ., 200,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:17"
"BMW X5, 3.0 լ, լիաքարշ, 2005 թ., գազ","$9,800 ","Ավան, 2005 թ., 270,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:17"
"Hyundai Elantra, 2.0 լ, 2019 թ.","$15,500 ","Քանաքեռ Զեյթուն, 2019 թ., 73,611 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:17"
"Toyota Camry, 2.5 լ, 2010 թ., գազ","$12,300 ","Շենգավիթ, 2010 թ., 137,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:17"
"Ford Escort ունիվերսալ, 1.6 լ, 1995 թ., գազ","250,000 ֏ ","Էրեբունի, 1995 թ., 30,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:17"
"BMW 3 Series, 1.9 լ, 1999 թ., գազ","$5,500 ","Դավիթաշեն, 1999 թ., 222,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Ford Focus, 2.0 լ, 2014 թ.","$9,000 ","Տաշիր, 2014 թ., 130,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Mazda 6, 2.5 լ, 2015 թ.","$8,000 ","Մալաթիա Սեբաստիա, 2015 թ., 200,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Opel Astra ունիվերսալ, 1.6 լ, 1999 թ., գազ","$4,200 ","Վանաձոր, 1999 թ., 205,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Nissan X-Trail, 2.5 լ, լիաքարշ, 2007 թ., գազ","$7,500 ","Արմավիր, 2007 թ., 180,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Mercedes-Benz C-Class, 2.4 լ, լիաքարշ, 2005 թ., գազ","$6,200 ","Արտաշատ, 2005 թ., 100,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Mitsubishi Colt հետչբեք, 1.3 լ, 2005 թ., գազ","$4,000 ","Արաբկիր, 2005 թ., 160,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Nissan Rogue, 2.5 լ, 2014 թ.","$15,900 ","Ավան, 2014 թ., 140,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Chevrolet Malibu, 2.0 լ, 2017 թ.","$14,900 ","Վանաձոր, 2017 թ., 70,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Hyundai Elantra, 2.0 լ, 2017 թ.","$14,700 ","Նուբարաշեն, 2017 թ., 67,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Volkswagen Golf հետչբեք, 2.0 լ, 1995 թ., գազ","$3,300 ","Շենգավիթ, 1995 թ., 266,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Toyota Camry, 2.5 լ, 2019 թ.","$22,000 ","Աբովյան, 2019 թ., 51,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Opel Vectra, 2.0 լ, 1994 թ., գազ","850,000 ֏ ","Նոր Հաճըն, 1994 թ., 420,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Mercedes-Benz C-Class, 1.8 լ, 2000 թ., գազ","$6,400 ","Վանաձոր, 2000 թ., 310,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Mercedes-Benz E-Class, 3.5 լ, 2006 թ., գազ","$8,800 ","Էրեբունի, 2006 թ., 314,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Honda CR-V, 2.4 լ, լիաքարշ, 2007 թ., գազ","$10,500 ","Եղեգնաձոր, 2007 թ., 300,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Mercedes-Benz C-Class, 3.0 լ, լիաքարշ, 2008 թ., գազ","$11,000 ","Նոյեմբերյան, 2008 թ., 230,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:16"
"Toyota Alphard, 3.0 լ, լիաքարշ, 2003 թ., գազ","$15,300 ","Դավիթաշեն, 2003 թ., 195,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:15"
"Mercedes-Benz A-Class հետչբեք, 1.6 լ, 2004 թ.","$5,500 ","Աջափնյակ, 2004 թ., 153,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:15"
"Mercedes-Benz E-Class, 3.5 լ, լիաքարշ, 2010 թ.","$18,000 Դիլեր","Ապարան, 2010 թ., 208,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:15"
"Toyota C-HR, 1.2 լ, լիաքարշ, 2016 թ.","$21,500 ","Կենտրոն, 2016 թ., 70,500 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:15"
"MINI Cooper S հետչբեք, 1.6 լ, 2012 թ.","$10,500 ","Կենտրոն, 2012 թ., 128,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:15"
"GAZ (ГАЗ) ГАЗель ունիվերսալ, 1.7 լ, 2000 թ., գազ","$5,000 ","Վարդենիկ, 2000 թ., 150,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:15"
"Hyundai Sonata, 2.4 լ, 2010 թ.","$8,000 ","Աջափնյակ, 2010 թ., 180,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:15"
"Toyota Camry, 2.5 լ, 2014 թ.","$19,000 Դիլեր","Կենտրոն, 2014 թ., 128,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:15"
"Volkswagen Vento, 1.8 լ, 1992 թ., գազ","1,200,000 ֏ ","Աջափնյակ, 1992 թ., 230,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:14"
"GAZ (ГАЗ) ГАЗель, 1.8 լ, 1999 թ., գազ","$4,000 ","Վարդենիկ, 1999 թ., 130,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:14"
"BMW 5 Series, 3.0 լ, 2016 թ.","$24,900 ","Քանաքեռ Զեյթուն, 2016 թ., 84,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:14"
"Chevrolet Volt, 1.4 լ, հիբրիդ, 2014 թ.","$9,800 ","Արգավանդ, 2014 թ., 140,000 կմ, Հիբրիդ","Կիրակի, Ապրիլ 14, 2024 21:14"
"Nissan Primera ունիվերսալ, 2.0 լ, 2001 թ., գազ","$2,900 ","Մալաթիա Սեբաստիա, 2001 թ., 184,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:14"
"Toyota Camry, 2.5 լ, 2014 թ., գազ","$16,500 ","Կենտրոն, 2014 թ., 104,000 մղոն, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:14"
"GAZ (ГАЗ) 24 Volga, 2.4 լ, 1987 թ., գազ","600,000 ֏ ","Տաշիր, 1987 թ., 190,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:14"
"Mercedes-Benz C-Class AMG, 3.2 լ, 2001 թ., գազ","$11,500 ","Սառնաղբյուր, 2001 թ., 151,777 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:14"
"Chevrolet Volt, 1.4 լ, հիբրիդ, 2012 թ.","$5,400 ","Նոր Նորք, 2012 թ., 145,000 մղոն, Հիբրիդ","Կիրակի, Ապրիլ 14, 2024 21:14"
"VAZ (Lada) 2121 Niva, 1.7 լ, լիաքարշ, 2003 թ.","$4,000 ","Գորիս, 2003 թ., 240,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:14"
"BMW 6 Series կուպե, 3.5 լ, 2007 թ.","$11,500 ","Էրեբունի, 2007 թ., 180,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:14"
"VAZ (Lada) 2115, 1.6 լ, 2011 թ., գազ","$3,500 ","Գյումրի, 2011 թ., 188,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:14"
"Mercedes-Benz C-Class, 1.8 լ, 1996 թ., գազ","$4,900 ","Արտաշատ, 1996 թ., 385,000 կմ, Բենզին","Կիրակի, Ապրիլ 14, 2024 21:14"
